,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
24_17231908531771.png,C,C,E,C,C,D,B,B,A,C,E,B,E,B,E,E,B,A,A,C,B,B,C,B,E,C,B,B,B,A,D,B,B,B,C,C,D,C,A,A,C,A,C,C,C,A,A,B,D,C,B,B,B,A,C,C
24_17231817871101.png,A,*,C,A,D,A,B,B,C,D,A,C,B,A,E,A,D,C,B,C,B,B,E,E,D,D,C,B,B,C,A,B,D,D,C,C,C,C,D,B,D,A,A,D,A,C,B,B,B,D,C,B,C,D,B,C
24_17231890431771.png,E,A,E,E,B,D,C,A,A,C,E,B,B,B,E,C,B,D,B,C,B,A,D,C,D,A,D,B,B,A,B,B,D,B,C,B,B,A,B,A,C,A,D,B,C,D,D,C,C,B,D,C,D,D,B,B
24_17231874721771.png,E,B,B,C,C,E,B,D,C,C,C,B,A,B,E,C,B,C,B,B,B,B,C,B,D,B,D,B,B,A,B,D,D,B,C,C,B,C,C,C,B,A,D,#,B,D,B,B,C,A,D,C,D,D,C,B
24_17231828951771.png,E,B,B,B,C,E,B,D,A,C,C,B,B,D,C,C,B,E,B,C,B,A,B,B,*,D,D,B,B,A,A,C,E,C,C,C,B,B,E,C,C,A,D,A,C,D,D,C,A,A,D,C,B,D,C,B
24_17231815951771.png,B,B,A,E,C,D,B,C,A,C,C,B,D,D,E,E,B,A,B,C,B,B,C,B,D,C,D,B,B,B,A,D,E,B,C,C,C,B,C,C,B,A,D,B,C,B,B,A,A,B,D,C,E,E,C,B
24_1723182789511.png,D,C,E,D,B,E,D,E,D,D,B,A,A,B,B,E,A,C,#,A,A,C,D,C,E,E,D,C,C,B,D,B,C,B,A,A,A,B,A,C,B,B,D,C,A,A,D,A,C,D,B,C,D,D,B,D
24_17231815891771.png,E,B,A,E,C,E,B,D,A,C,E,B,B,B,C,E,B,D,B,C,B,B,C,B,E,A,D,B,B,A,A,D,D,B,C,C,B,B,C,A,B,A,D,B,D,C,C,A,A,B,D,C,D,A,C,B
24_17231868601101.png,A,E,C,E,D,A,B,B,C,D,C,A,E,B,E,B,D,C,C,A,B,B,E,E,A,A,C,B,B,C,B,A,C,A,D,C,D,D,B,A,B,A,A,B,C,E,A,D,B,C,B,C,D,C,B,C
24_17231890631771.png,B,A,E,E,C,E,D,A,A,D,E,C,B,B,E,C,D,E,D,A,B,A,C,B,D,B,D,B,B,A,B,D,D,B,C,C,B,B,D,C,B,A,D,B,C,D,D,B,C,E,D,C,D,B,B,B
24_17232179071101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231887491101.png,A,C,C,A,E,*,B,B,C,E,A,A,B,B,E,E,B,A,B,C,B,B,D,E,D,D,D,B,A,C,A,B,C,A,D,C,A,D,C,B,D,A,A,D,A,A,B,B,A,D,C,C,C,A,C,C
24_1723182816511.png,D,A,E,C,A,A,D,A,B,D,B,B,D,D,C,E,E,B,B,D,D,A,D,A,C,D,D,C,B,B,A,A,B,#,A,D,C,C,C,C,B,B,D,B,D,C,B,A,B,C,B,C,A,A,D,B
24_17231829101771.png,E,B,D,B,C,D,B,D,A,C,C,B,E,D,C,B,B,A,B,C,B,A,E,B,D,B,D,B,D,A,A,C,B,A,C,C,B,C,D,C,D,A,D,B,C,D,D,C,D,A,D,C,D,B,A,D
24_17231886401771.png,E,B,B,E,A,D,B,D,A,C,C,B,B,B,C,E,B,E,B,D,B,B,C,B,A,C,D,B,B,A,B,D,D,B,C,C,B,C,E,C,B,A,D,B,C,D,D,C,E,B,D,C,C,D,C,B
24_17231886431771.png,E,B,B,E,A,D,B,D,C,C,C,B,B,B,C,E,B,E,B,D,B,B,C,B,A,C,D,B,B,A,B,D,D,B,C,C,B,C,E,C,B,A,D,B,C,D,D,D,E,B,D,C,C,D,C,B
24_17231864221771.png,B,A,A,E,D,E,C,D,A,C,E,B,A,A,C,C,D,A,B,B,B,C,A,B,B,C,D,B,B,A,B,A,B,B,C,C,B,A,D,A,B,A,D,B,B,B,B,B,A,C,D,A,A,D,C,C
24_17231887371101.png,A,C,C,A,E,C,B,A,C,E,A,A,B,A,D,E,C,A,A,B,B,D,D,E,A,C,E,D,B,C,B,D,D,A,A,C,C,B,E,B,C,B,A,B,D,C,C,B,D,B,C,C,C,C,C,C
24_17231890481771.png,B,A,A,B,E,E,B,D,A,D,D,B,B,B,E,E,D,E,C,B,B,C,B,B,D,B,D,B,B,A,A,D,D,B,C,C,A,D,E,C,B,A,D,A,C,E,B,C,E,A,D,C,B,E,D,B
24_17231874761771.png,E,A,B,E,A,E,B,D,C,C,C,B,B,B,C,E,B,E,B,C,B,A,E,B,D,A,D,B,B,A,B,D,D,B,C,C,B,C,A,C,C,A,D,#,C,D,D,C,C,A,D,C,D,D,C,B
24_17231908831771.png,E,B,A,E,C,D,B,D,A,C,C,B,B,B,D,E,B,E,B,C,B,B,C,B,D,A,D,B,B,A,B,A,D,B,C,C,B,B,B,A,B,A,D,A,C,D,D,C,C,B,D,C,A,A,C,B
24_17231866381771.png,E,B,C,E,A,D,B,A,D,C,E,B,C,B,C,A,B,D,B,D,C,B,A,A,A,D,B,E,B,C,A,A,C,B,C,C,D,D,B,A,E,B,C,B,A,D,A,C,C,A,D,D,C,A,B,C
24_17231829011771.png,E,B,B,B,C,E,B,D,A,C,C,B,B,B,C,B,B,E,B,C,B,A,D,B,D,B,D,B,B,A,D,D,D,B,D,D,B,C,B,C,B,A,D,E,C,D,D,C,C,A,D,C,D,B,D,B
24_17231829031771.png,E,B,D,B,C,E,B,D,A,C,C,B,B,D,C,B,B,E,B,C,B,C,A,B,D,B,E,B,B,A,B,E,D,B,C,C,B,C,C,C,B,A,D,D,B,D,D,C,C,A,D,C,D,C,C,B
24_1723182797511.png,A,C,D,A,A,D,C,C,B,D,E,B,B,A,B,C,D,A,A,B,E,C,B,A,D,A,C,B,B,B,D,D,C,C,A,D,C,C,C,C,A,B,D,C,B,C,A,D,E,A,B,C,A,A,B,C
24_17231815821771.png,E,B,A,E,C,D,B,D,C,C,E,B,B,B,C,E,B,A,B,C,B,A,D,B,D,C,D,B,B,A,A,D,D,B,C,B,B,B,C,A,B,A,D,B,C,D,D,C,D,A,D,C,D,D,C,B
24_17231868541101.png,A,C,C,E,E,A,B,E,E,A,E,A,A,B,E,A,D,A,A,E,B,E,D,E,D,C,A,A,B,C,C,A,E,B,D,C,A,C,B,A,D,B,A,D,B,B,B,B,D,A,C,C,D,D,B,C
24_17232184151101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17232186051771.png,E,B,A,E,A,E,B,D,A,C,E,B,B,B,D,E,B,B,B,C,B,A,C,B,E,C,D,B,B,A,B,D,D,E,C,C,B,C,A,C,E,A,D,B,C,D,B,C,C,B,D,C,B,D,D,B
24_17231887191101.png,A,A,C,A,D,A,B,B,C,D,E,A,B,A,E,B,D,A,C,C,B,B,D,E,D,B,A,B,B,C,B,C,B,B,A,D,A,C,*,B,D,B,A,B,A,A,B,B,A,D,C,C,A,D,D,D
24_17231909811101.png,A,D,C,B,D,A,B,B,B,D,D,A,E,D,C,C,D,B,A,C,B,E,C,D,C,B,D,C,D,C,A,C,A,A,C,C,D,B,A,D,A,C,C,C,C,E,C,D,D,D,B,B,D,B,C,C
24_17231874701771.png,E,C,B,E,C,D,B,C,C,D,E,B,B,A,E,C,B,E,D,C,B,A,C,B,D,A,D,B,B,A,B,A,E,B,C,C,B,C,B,C,B,A,D,#,C,A,D,D,C,B,D,C,A,D,C,B
24_17231887731101.png,D,D,B,A,E,A,A,A,C,A,E,C,B,D,B,B,C,C,A,C,B,C,C,E,D,D,A,B,B,C,C,D,C,B,D,C,B,D,C,B,B,B,B,C,D,D,B,C,B,C,C,C,C,A,D,D
24_1723218937511.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231874811771.png,E,B,B,E,A,D,B,D,A,C,C,B,B,A,C,E,B,C,B,C,B,B,C,B,E,C,D,B,B,A,B,D,D,B,C,B,D,B,A,C,E,A,D,#,C,D,B,C,D,C,D,C,C,C,B,B
24_17231890501771.png,C,C,A,E,C,E,B,C,A,C,E,B,B,B,D,B,A,A,B,C,B,B,C,B,B,A,D,B,B,A,A,A,B,A,C,A,B,B,C,A,E,A,D,B,C,D,C,C,E,D,D,D,B,A,C,C
24_17232177441771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231828831771.png,E,C,B,C,C,E,B,D,A,C,C,B,B,D,C,E,B,E,B,C,B,C,E,B,D,C,D,B,B,A,B,A,C,B,C,C,B,C,B,C,B,A,D,D,B,D,C,C,E,A,D,A,C,D,C,B
24_17231815601771.png,B,B,A,E,C,D,A,C,A,C,A,B,B,B,D,E,A,A,B,A,B,A,C,B,D,B,D,B,A,A,B,A,B,C,C,A,C,C,B,A,B,A,D,C,B,D,B,C,A,B,D,A,B,A,C,C
24_17231908651771.png,D,B,A,E,C,E,B,A,A,C,E,B,B,B,E,E,B,B,B,D,B,D,C,B,A,B,D,B,B,B,B,C,B,B,C,C,D,D,C,C,C,A,D,B,C,D,C,A,D,B,D,C,A,C,C,A
24_17231887661101.png,A,C,C,A,D,A,A,B,C,D,A,A,A,A,E,A,D,A,C,C,B,B,D,E,C,C,A,B,B,C,C,A,B,A,D,C,A,D,C,B,D,A,A,B,B,C,B,B,A,D,C,C,B,B,A,C
24_17231890441771.png,B,A,A,E,A,E,D,A,A,D,E,B,B,C,C,E,E,B,A,B,E,C,D,B,E,B,D,C,B,C,A,D,D,B,C,C,D,B,A,A,B,A,D,B,B,A,B,C,C,B,D,D,C,D,C,B
24_17231908881771.png,E,B,B,B,D,D,B,D,A,C,E,B,B,D,E,E,B,D,B,B,B,B,C,B,E,C,D,B,B,A,B,B,D,B,C,C,B,B,B,C,B,A,D,A,D,D,D,C,D,B,D,C,B,C,C,B
24_17231866361771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231887571101.png,A,D,C,C,E,D,B,A,C,D,E,A,B,A,E,A,D,A,D,C,B,E,D,E,D,D,C,B,B,B,C,A,D,A,D,C,B,A,C,B,E,A,E,B,A,D,B,B,A,E,C,C,A,B,D,C
24_17231908591771.png,B,D,C,C,A,D,D,C,A,C,E,B,A,A,C,E,B,A,A,D,A,B,B,B,A,D,*,B,C,A,C,C,D,D,C,D,A,D,A,B,A,A,D,B,C,A,D,B,C,B,D,C,D,C,D,A
24_17232184161101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231864311771.png,B,B,A,E,A,E,B,D,A,C,C,B,B,A,A,E,B,E,B,C,B,B,C,B,D,A,D,B,B,C,B,A,D,B,C,D,C,B,B,C,B,A,D,C,C,A,B,C,A,A,D,C,B,A,D,B
24_1723182795511.png,D,E,E,B,A,E,D,C,A,B,B,D,E,C,C,D,A,D,A,A,A,C,D,E,E,B,C,C,C,B,D,D,A,A,D,A,A,C,C,C,B,A,D,A,B,B,D,A,C,D,B,C,C,A,A,B
24_17231868511101.png,A,B,E,B,D,A,B,B,D,D,E,A,A,E,E,A,D,A,A,C,B,B,D,A,D,D,D,B,D,#,C,B,C,B,D,C,B,A,D,C,A,A,A,B,A,D,B,C,A,D,C,C,C,A,A,B
24_17231815711771.png,E,B,A,E,C,D,B,D,A,C,E,B,B,D,E,A,B,A,B,D,B,B,D,C,D,B,D,B,B,A,A,D,D,B,C,C,B,C,E,A,B,A,D,B,C,D,A,C,C,A,D,C,D,C,B,B
24_17231894761101.png,A,C,C,C,E,A,B,B,C,E,E,C,A,B,A,A,D,A,C,C,B,A,E,E,D,C,D,B,A,C,B,D,B,B,D,C,B,D,C,B,D,D,A,B,A,D,B,B,A,D,C,C,C,D,A,C
24_17231908821771.png,E,B,A,B,E,D,B,D,A,C,E,B,B,B,C,E,B,E,B,D,B,B,C,C,B,B,D,B,B,A,A,A,B,C,C,C,C,C,E,C,E,A,D,B,B,C,C,B,B,D,D,C,D,D,D,B
24_17232184701771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231866401771.png,B,B,E,C,B,E,B,D,A,C,E,B,A,D,E,E,B,A,D,C,B,B,C,C,D,A,D,B,B,A,B,A,D,B,C,C,B,C,B,C,B,A,D,B,C,D,B,C,C,B,D,C,D,A,D,B
24_17231802461771.png,E,C,A,E,C,D,B,D,A,C,E,C,B,B,E,C,A,B,E,C,B,A,C,B,D,A,D,B,B,A,B,D,A,B,C,C,B,C,B,C,E,A,D,A,C,D,D,C,A,B,D,C,B,A,D,B
24_17231887651101.png,A,D,B,A,B,D,C,B,B,E,A,B,C,A,E,E,D,C,D,A,B,B,E,B,B,D,C,D,B,C,C,D,C,B,D,C,A,B,B,A,D,B,B,C,D,A,B,C,B,D,#,D,C,D,B,C
24_17231890561771.png,E,B,A,E,C,E,B,D,C,C,E,B,B,A,E,A,D,A,B,C,B,A,B,B,D,D,D,B,B,A,B,C,D,B,C,C,B,C,E,A,E,A,D,B,C,C,B,D,E,B,D,C,B,A,C,B
24_17232186071771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_1723182805511.png,E,C,B,A,A,A,D,A,A,D,D,D,D,D,C,A,E,D,E,D,A,D,D,C,B,E,C,C,B,B,A,A,B,C,D,A,A,C,C,C,D,E,D,C,B,B,C,B,B,A,B,C,A,D,A,A
24_17231874691771.png,E,D,A,E,C,E,B,C,C,C,E,B,A,B,E,C,B,E,D,C,B,A,C,B,D,C,D,B,B,A,A,B,B,B,C,C,B,C,A,C,A,A,D,#,C,C,D,C,A,B,D,C,B,D,C,B
24_17231817841101.png,A,E,C,A,B,A,B,B,C,D,E,B,A,C,D,B,D,C,E,C,B,D,D,E,A,C,D,B,C,B,A,C,D,B,D,C,D,A,B,B,D,D,B,A,D,A,A,C,A,D,C,C,C,B,D,E
24_17231815741771.png,E,B,B,E,C,E,B,A,E,B,E,A,E,A,C,E,A,E,B,C,B,B,C,B,D,C,D,B,B,A,B,C,D,B,C,D,B,C,C,C,B,A,D,B,C,D,D,C,A,B,C,B,C,A,C,B
24_17231874831771.png,E,C,B,E,C,E,B,D,C,C,C,B,A,B,E,C,B,A,B,C,B,A,B,B,E,A,D,B,B,A,B,D,B,B,C,C,B,C,C,C,A,A,D,#,C,A,D,C,C,C,D,C,D,C,B,B
24_17231890621771.png,E,A,D,E,A,E,B,D,C,C,C,B,B,B,E,E,C,E,B,D,B,A,C,B,D,A,D,B,B,A,B,C,D,B,C,C,B,C,B,A,A,A,D,B,C,D,D,C,A,A,D,C,D,C,B,B
24_17231894001771.png,E,E,A,E,C,E,C,D,D,C,C,B,B,B,D,C,A,E,B,C,B,B,C,C,D,B,D,C,C,A,A,D,D,*,C,C,B,C,A,C,B,A,D,B,C,A,D,D,B,A,D,C,D,D,C,B
24_17231817931101.png,A,B,A,A,C,A,B,B,C,E,A,A,B,A,E,B,D,C,A,C,B,B,D,E,D,A,D,B,B,C,A,B,C,B,D,C,B,C,B,B,C,B,A,B,A,D,D,B,A,D,C,C,B,A,D,C
24_17232186191101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231815671771.png,E,C,A,E,C,D,C,D,D,D,E,B,D,A,E,E,B,E,B,E,B,A,A,B,E,B,D,B,B,C,D,C,E,B,C,B,D,A,C,B,B,A,D,B,C,D,D,C,C,C,C,C,B,A,B,A
24_1723182779511.png,E,A,E,E,C,D,A,A,D,A,C,E,C,B,B,D,E,C,B,C,A,D,D,A,A,E,B,B,B,B,C,D,B,A,A,A,C,A,D,D,A,B,A,C,A,A,B,D,B,D,B,C,C,D,B,D
24_17231887221101.png,A,C,B,A,C,D,B,B,C,D,E,C,B,A,E,A,C,A,D,C,B,B,D,E,C,B,A,B,B,C,A,A,C,B,D,C,D,D,D,B,D,A,A,B,C,E,B,B,A,D,C,C,C,A,A,C
24_17231887631101.png,D,C,D,B,A,C,C,B,A,E,D,D,C,B,C,A,E,D,C,B,A,E,D,D,*,C,D,B,A,C,C,B,A,E,D,D,C,B,C,A,E,D,C,B,A,E,D,D,C,B,C,#,C,C,B,E
24_17232184171101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231864471771.png,E,B,A,E,D,E,B,D,A,D,E,B,B,D,E,E,B,D,A,C,B,B,B,C,D,C,D,B,B,B,B,C,E,B,C,A,C,B,C,A,D,A,D,B,C,D,C,B,B,B,D,C,A,A,C,B
24_17232184411771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231874741771.png,E,C,B,B,C,E,B,D,A,C,C,B,B,D,E,E,B,A,B,D,B,B,C,B,D,A,D,B,B,A,D,D,D,B,C,C,B,C,A,C,A,A,D,#,C,D,A,B,A,B,D,C,C,D,C,B
24_17231868701101.png,A,D,C,A,D,A,C,B,C,D,A,A,B,C,E,A,D,C,C,B,B,B,D,E,B,B,A,B,C,C,D,B,D,A,B,C,C,B,C,A,D,*,A,C,A,C,B,D,A,C,C,C,C,D,C,C
24_17231828871771.png,E,B,B,B,C,E,B,D,A,C,C,B,B,D,C,C,B,E,B,C,B,A,D,B,E,C,D,D,A,A,B,A,D,B,C,A,B,C,E,C,D,A,D,B,C,D,D,C,D,A,D,C,B,C,C,C
24_17231887711101.png,A,E,C,A,E,A,B,B,C,D,A,A,B,B,E,D,D,A,B,C,B,B,D,E,D,D,D,B,B,C,A,A,C,B,D,C,D,D,C,B,D,C,A,B,C,D,B,B,A,A,C,C,C,B,D,C
24_17231894961101.png,A,C,C,C,A,A,B,A,B,D,A,A,B,E,D,D,D,A,C,A,B,A,D,E,C,D,A,B,B,C,D,A,E,A,C,C,D,A,C,B,C,D,B,B,C,B,B,D,C,D,C,C,A,A,C,C
24_17231894821101.png,C,E,C,A,E,A,B,B,C,D,A,A,B,A,E,C,D,A,A,C,B,B,E,E,C,D,A,B,B,D,B,D,C,B,D,C,A,D,B,#,D,B,B,C,A,A,C,C,A,D,C,C,A,D,B,C
24_17231887471101.png,A,C,C,A,D,A,B,B,C,A,A,A,B,D,E,E,D,C,B,C,B,B,D,E,D,D,D,B,B,D,A,D,D,A,D,C,D,C,C,B,E,A,A,B,D,A,D,B,A,D,D,C,C,B,D,C
24_17231908571771.png,E,B,D,E,C,E,B,D,A,C,E,B,B,B,E,E,B,E,E,C,B,D,C,B,B,A,D,B,B,C,A,B,E,B,C,D,A,B,A,C,B,A,D,B,C,D,C,B,C,B,D,C,D,A,C,B
24_17231815831771.png,E,B,B,E,C,D,B,D,A,C,B,B,B,A,E,E,C,A,B,C,B,A,C,B,D,D,D,B,B,A,B,A,D,A,C,D,B,C,C,C,B,A,D,D,C,D,A,B,A,A,D,C,D,B,C,B
24_17231866391771.png,B,B,A,C,C,E,B,D,A,D,C,B,B,C,B,E,D,A,E,B,D,B,A,E,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,B,B,C,D,D,E,C,D,C,A,B,D,E,C,A
24_1723182782511.png,E,A,A,E,A,A,D,A,A,D,E,C,C,B,D,D,D,C,C,D,E,D,D,A,C,E,C,C,C,B,D,C,C,C,A,A,A,C,C,C,C,E,C,A,D,A,D,A,D,C,B,C,C,A,A,D
24_1723182802511.png,C,E,A,A,C,A,B,A,B,D,D,E,B,C,D,D,A,B,E,D,E,D,C,C,D,E,D,D,D,D,A,B,A,A,D,A,C,B,A,C,D,B,D,D,B,A,B,B,C,B,B,C,C,C,B,D
24_1723182803511.png,D,E,E,C,A,B,D,A,C,D,B,A,C,B,C,A,E,D,D,D,B,C,D,A,C,E,C,D,B,B,D,B,C,A,D,B,A,B,C,D,A,C,D,C,C,A,B,B,E,C,B,C,C,D,A,E
24_17231815781771.png,E,B,E,E,C,D,B,D,A,C,C,B,B,C,C,E,B,E,B,C,B,B,C,B,D,C,D,B,B,A,B,D,D,B,C,C,B,C,C,C,B,A,D,A,C,D,D,C,D,A,D,C,D,D,C,B
24_17231822041101.png,A,E,D,A,E,D,B,A,C,D,A,D,B,A,C,A,D,C,D,C,B,B,D,E,C,D,A,C,C,C,C,A,E,B,D,C,D,A,C,B,A,A,B,C,A,A,B,B,B,B,C,C,C,B,C,A
24_17231868561101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231890471771.png,E,B,A,E,A,E,B,D,A,C,E,B,B,B,C,C,C,B,A,D,B,B,B,B,C,A,D,B,B,C,A,C,B,B,C,A,B,D,A,A,E,A,D,B,B,B,C,B,C,A,C,C,D,D,B,B
24_17231822011101.png,A,B,E,A,E,A,B,A,C,E,A,B,B,B,E,B,C,A,A,C,B,B,E,E,A,B,B,C,C,C,D,C,A,A,D,C,A,A,D,C,A,B,A,B,B,C,C,D,D,A,C,A,C,A,D,A
24_17231894771101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231887621101.png,A,C,C,A,D,D,B,B,C,D,A,A,B,E,E,E,C,A,B,C,A,E,D,E,C,D,A,B,B,C,C,A,A,B,C,C,B,B,C,B,D,A,B,B,A,B,C,C,A,C,A,D,D,D,B,C
24_17231864401771.png,E,A,A,E,C,E,*,D,A,C,E,B,B,D,E,D,A,C,B,E,A,B,C,B,D,A,D,B,B,A,B,B,D,B,C,C,B,B,A,C,E,A,D,A,C,D,D,C,C,B,D,C,A,D,C,B
24_1723182809511.png,D,A,E,D,C,B,D,A,D,D,B,A,C,A,D,C,D,D,A,D,C,C,D,E,B,D,A,A,B,D,B,C,E,A,D,B,A,A,D,B,E,B,D,D,C,B,D,B,A,D,B,A,A,C,D,D
24_17231908631771.png,B,A,A,C,C,D,C,A,A,C,E,B,B,B,A,D,A,A,A,D,B,B,B,D,B,C,D,B,B,A,C,C,B,D,C,C,B,C,A,C,B,A,D,B,C,D,B,B,B,B,D,C,A,A,C,B
24_17231874931771.png,E,C,B,C,C,E,B,D,A,C,C,B,B,C,E,C,B,A,B,C,B,A,A,B,E,B,D,B,B,A,B,A,D,B,C,C,B,B,C,C,B,A,D,#,C,D,B,B,D,B,D,C,C,C,B,B
24_17231874881771.png,E,D,B,C,C,E,B,D,A,B,C,E,B,D,C,E,B,A,B,C,B,B,C,B,D,C,D,B,B,A,B,D,D,B,C,C,B,C,B,C,B,A,D,#,C,B,D,C,A,A,D,C,C,D,C,B
24_17231828891771.png,E,B,B,B,C,E,B,D,A,C,C,B,E,C,C,A,B,E,B,C,B,A,D,B,A,B,D,B,B,A,B,D,E,A,C,C,B,C,B,C,B,A,C,B,C,D,D,D,C,B,D,B,C,B,D,B
24_17232179061101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231887441101.png,A,D,D,A,D,D,B,B,C,D,A,A,B,A,E,A,D,A,D,D,B,B,E,E,C,D,A,B,C,B,C,D,C,B,D,C,A,D,C,B,D,A,A,B,A,A,B,B,A,D,C,C,C,D,D,C
24_17231868731101.png,B,B,C,A,E,D,E,B,B,E,E,C,B,C,C,E,C,C,A,B,D,E,E,E,A,B,D,B,B,C,D,D,C,A,D,C,D,B,D,B,A,B,C,C,C,E,C,C,B,A,C,B,B,D,D,C
24_17231890651771.png,E,A,D,C,A,E,C,D,A,C,E,B,B,D,E,E,C,A,B,C,B,C,D,B,D,C,D,B,B,A,B,D,D,B,C,C,C,D,A,C,B,A,D,B,C,A,D,C,A,B,D,B,B,A,B,B
24_17231894851101.png,A,E,A,A,E,A,B,B,C,D,E,A,B,A,A,B,D,C,A,C,B,B,E,E,B,D,C,B,B,C,B,D,B,B,D,C,C,B,C,B,D,B,A,B,A,B,D,B,A,A,C,C,B,A,B,B
24_17231874821771.png,E,A,B,C,C,E,B,D,C,C,C,B,B,B,C,E,B,E,D,C,B,A,E,B,D,A,D,B,C,A,B,D,D,B,C,C,B,C,A,C,C,A,D,A,C,D,D,C,C,A,D,C,D,D,C,B
24_17232184421771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_1723182778511.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231887241101.png,A,D,E,D,*,D,B,B,C,E,A,C,B,A,E,E,D,A,B,D,A,B,E,E,C,D,D,D,B,C,C,B,C,C,D,C,D,D,B,A,D,B,C,C,B,A,C,B,B,D,C,C,D,A,A,B
24_17231821881101.png,A,D,C,A,E,D,B,B,C,D,A,C,B,B,D,A,D,A,C,C,B,B,D,E,C,A,A,A,B,C,A,C,D,D,B,C,D,A,D,C,D,B,B,D,A,B,B,D,A,D,*,C,D,A,D,A
24_17231909751101.png,A,C,C,D,D,A,B,B,C,D,A,A,B,A,E,A,B,C,A,C,B,E,E,B,C,E,A,D,B,C,C,C,B,D,D,D,D,B,B,B,A,B,A,C,A,E,A,B,A,B,C,A,B,A,A,E
24_17232183101771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
