,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
40_17231826311431.png,A,A,C,C,B,D,A,A,C,D,E,B,B,B,B,E,A,D,C,D,D,D,C,D,E,D,A,A,A,C,D,D,B,C,C,E,A,B,B,A,E,A,D,D,B,C,B,C,D,D,A,B,B,C,B,A,A,D,A,C,B,B,D,B,B,B,D,A,C,D,D,B
40_1723184751591.png,A,B,C,B,B,C,A,C,A,B,A,C,C,C,B,C,A,C,B,E,B,B,C,B,D,B,A,A,B,E,E,E,D,D,C,D,E,D,B,A,C,C,C,C,C,A,A,A,A,A,D,D,D,C,D,D,C,B,D,C,B,C,B,B,B,D,B,C,C,D,B,C
40_17231894451311.png,C,C,E,A,A,B,C,A,C,D,D,A,D,B,C,E,A,E,A,C,A,D,A,B,B,D,E,C,E,D,D,E,A,A,C,C,E,E,C,A,D,B,C,C,B,C,B,C,B,B,B,C,C,D,C,B,A,B,C,C,C,B,B,C,C,D,A,B,B,A,D,A
40_1723186386561.png,D,E,D,C,A,C,E,E,B,#,B,E,C,B,C,C,B,B,C,B,B,B,B,A,C,D,C,B,C,D,A,A,B,C,C,A,A,D,D,D,C,C,C,C,B,B,A,A,B,B,B,C,A,D,B,D,A,D,C,C,C,D,C,C,A,D,A,C,A,A,B,B
40_17231869931391.png,C,B,D,A,A,D,B,A,C,D,D,A,A,B,D,D,A,E,B,D,C,A,C,D,A,B,C,E,E,A,A,A,C,C,C,A,C,B,E,C,B,A,D,B,B,C,B,C,A,A,B,B,C,B,D,C,D,A,C,C,D,B,D,A,C,C,A,C,A,A,C,C
40_1723184757591.png,B,*,*,D,D,D,A,C,B,A,A,C,C,C,B,C,A,C,B,A,A,B,C,E,C,D,B,C,B,B,E,D,D,B,C,A,E,D,E,D,C,E,C,B,B,B,A,B,C,A,D,D,B,C,D,A,C,B,D,C,B,D,C,C,B,A,B,C,A,A,B,D
40_1723179929561.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231865471441.png,A,C,B,A,A,D,D,C,A,C,C,A,E,E,C,B,B,A,D,A,E,A,B,C,C,D,A,A,B,A,D,E,C,D,D,B,C,E,D,E,B,D,C,D,C,C,D,A,B,A,D,C,D,B,B,D,C,B,D,C,B,C,C,B,C,C,B,C,A,D,A,C
40_17231821621311.png,C,C,E,A,A,B,D,A,D,E,A,C,E,E,C,E,A,B,E,E,D,C,B,A,C,D,B,D,E,B,D,E,D,C,C,B,C,E,E,A,E,B,C,C,B,C,D,C,B,C,B,C,A,D,A,C,A,D,C,C,C,C,B,C,E,D,A,C,B,A,D,C
40_17231870521391.png,C,A,C,E,B,D,B,A,C,A,B,A,D,B,C,B,B,B,D,E,B,C,B,D,E,B,C,D,E,C,D,D,C,A,B,E,C,E,A,C,B,A,D,A,C,D,D,D,A,D,C,C,C,B,A,C,C,A,C,C,B,B,A,B,B,C,A,C,A,A,C,D
40_17231894311311.png,D,C,E,A,A,A,A,A,C,E,A,B,D,B,E,E,A,B,E,C,A,C,B,B,C,D,E,E,B,E,D,E,A,C,C,A,E,E,E,B,D,B,C,C,B,A,B,C,B,C,B,C,C,D,C,E,A,D,C,C,C,B,A,C,B,D,A,C,B,A,C,B
40_17231863391391.png,C,A,C,A,A,A,B,A,E,D,B,B,D,A,C,C,A,D,A,D,D,C,B,D,A,B,C,C,E,B,D,D,D,C,C,A,D,E,E,D,A,A,B,B,C,B,C,D,E,D,C,C,C,A,D,C,E,B,C,C,B,B,A,A,A,B,A,B,A,D,B,C
40_1723186379561.png,C,B,D,C,B,C,D,E,C,#,C,E,D,B,C,B,B,B,D,C,B,B,C,A,C,A,D,B,C,A,A,B,D,C,E,B,A,D,C,A,D,B,C,C,B,C,B,C,B,C,B,C,A,D,B,E,A,D,C,C,C,A,B,C,C,D,A,C,A,A,C,D
40_17231875981311.png,D,C,E,A,A,B,A,C,C,D,A,C,A,A,E,A,A,C,E,C,A,C,B,A,A,D,E,E,A,E,D,E,D,A,C,A,E,E,C,A,D,B,C,C,C,B,C,A,C,B,B,C,D,D,B,D,A,D,C,C,C,A,C,C,E,D,A,D,A,A,B,D
40_17231875811311.png,A,E,E,A,C,C,C,E,C,C,A,B,E,A,E,E,A,B,D,A,C,B,A,A,C,D,E,E,A,B,D,C,E,A,B,D,E,B,A,A,A,A,C,B,C,C,E,C,D,A,B,C,C,C,B,C,E,A,C,D,D,B,D,A,C,D,A,B,B,A,B,A
40_17231870591391.png,C,A,C,D,A,D,B,A,C,B,B,A,A,C,C,C,B,A,E,D,C,B,B,D,E,C,C,D,E,C,A,D,D,A,C,B,D,A,C,C,D,A,D,A,C,D,B,D,A,B,C,C,C,A,A,C,E,C,C,C,B,B,A,C,B,C,A,A,A,A,A,A
40_17231865611441.png,D,D,D,B,D,A,D,C,D,B,B,A,D,E,C,D,E,E,E,B,D,A,B,A,B,A,C,A,C,B,B,C,E,C,B,B,C,D,A,C,B,B,#,A,B,B,D,B,A,B,B,A,B,C,B,A,B,D,B,B,C,C,B,D,B,B,C,B,A,A,D,D
40_1723184696591.png,D,D,C,A,C,D,A,B,B,B,D,B,C,D,E,E,A,B,C,D,A,B,D,B,C,D,E,A,A,D,D,E,E,B,C,C,E,D,C,E,C,B,C,C,B,B,A,B,B,B,C,A,A,C,A,C,D,B,D,C,D,C,C,B,A,C,B,C,D,B,A,C
40_17231825881431.png,A,D,C,C,A,E,C,A,E,A,D,B,E,C,B,B,A,D,C,B,D,D,C,D,A,D,A,D,B,C,D,D,C,C,C,B,E,B,B,A,D,A,D,D,D,A,C,C,C,A,C,B,B,C,C,B,E,D,A,C,B,B,C,B,D,A,C,C,B,D,A,C
40_17231868141311.png,D,C,E,E,A,B,D,A,A,E,A,E,B,B,C,B,A,E,E,E,A,E,A,C,E,D,E,C,B,B,D,E,D,B,C,B,E,E,A,A,D,B,C,C,D,C,B,A,B,B,B,C,A,D,A,C,B,C,C,C,C,B,C,C,C,A,A,D,A,B,B,B
40_17231822757631.png,E,D,C,B,E,C,C,C,D,B,D,D,B,A,E,C,E,C,A,B,C,D,A,B,C,A,C,E,A,A,B,B,D,D,D,E,D,D,C,D,A,E,A,C,B,D,C,B,D,A,A,D,D,D,B,C,B,B,D,B,B,C,A,A,E,C,C,C,B,B,D,C
40_17231822627631.png,E,E,A,D,C,B,*,D,D,D,C,A,B,A,B,D,A,C,B,B,C,B,A,A,A,B,E,E,A,A,B,B,E,C,B,B,D,C,D,D,A,D,A,C,A,B,C,A,E,A,B,A,D,E,B,C,E,C,D,B,B,A,A,C,B,D,C,B,B,B,C,B
40_17231813101111.png,A,D,C,C,B,C,D,A,D,A,D,A,D,D,D,B,B,A,B,E,E,E,B,D,A,E,D,A,A,D,A,B,A,C,B,C,C,D,A,A,D,B,D,D,C,A,D,A,B,D,A,C,B,A,A,B,A,C,A,C,A,B,B,C,C,A,B,A,C,B,B,C
40_1723184726591.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723184689591.png,E,A,E,B,A,D,B,E,C,B,A,C,C,D,B,E,E,B,E,E,A,B,C,E,C,C,E,A,E,C,E,E,D,E,D,B,E,D,A,A,E,C,B,C,B,B,A,A,C,C,E,#,D,B,C,C,#,C,#,C,C,D,#,#,B,A,B,#,A,#,B,D
40_1723184677591.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231894621311.png,D,C,E,A,A,D,C,A,C,E,A,D,A,D,E,E,A,C,D,C,A,C,B,A,B,D,E,E,B,E,D,E,D,B,C,B,B,E,B,B,D,B,C,C,D,B,A,A,B,C,B,A,D,D,A,E,B,D,C,C,B,D,B,C,C,D,A,C,A,A,C,D
40_1723218216561.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723189192521.png,E,C,A,C,A,E,C,D,C,B,C,A,B,E,C,B,B,A,E,B,C,C,A,C,E,C,C,A,B,A,D,A,E,A,C,A,D,A,C,C,D,B,D,B,B,A,A,D,D,B,C,B,B,C,C,C,B,A,D,B,D,B,D,B,B,A,D,A,D,C,A,C
40_17231812391111.png,A,D,C,C,C,A,D,A,D,A,A,C,D,A,D,B,E,B,C,C,E,C,C,E,A,E,D,E,B,D,A,D,C,B,B,C,A,A,B,B,C,A,D,A,D,D,D,A,C,D,A,C,A,D,C,D,A,D,A,C,A,B,A,D,D,B,B,A,B,D,A,A
40_17231830207631.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723218393521.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231821481311.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231875881311.png,C,C,E,A,A,B,D,A,C,E,A,E,A,E,C,A,A,E,A,C,A,D,A,D,A,D,E,A,B,B,D,E,D,A,C,B,C,E,A,A,D,B,C,C,B,A,A,C,B,C,B,C,A,C,D,B,A,C,C,C,C,B,C,C,C,D,A,C,B,A,A,A
40_17231817451311.png,D,C,E,A,A,C,C,B,C,E,A,D,B,E,A,C,A,B,D,C,A,D,B,A,B,E,D,D,E,E,D,E,B,A,C,B,C,E,E,A,D,B,D,C,B,D,B,C,C,A,B,C,A,D,B,E,A,D,D,D,D,C,B,C,C,D,A,C,B,A,C,C
40_17231826331431.png,A,D,C,C,D,B,C,D,E,D,B,B,A,#,B,C,A,C,D,B,C,C,C,C,A,E,B,A,E,C,D,B,C,D,C,D,#,#,D,A,A,A,D,C,A,B,D,C,E,C,C,B,B,B,B,B,C,D,A,B,B,B,C,B,B,A,D,B,C,A,A,B
40_17231865401311.png,D,C,E,A,A,D,C,A,A,E,E,C,B,A,C,A,A,B,E,E,D,B,B,A,B,B,E,C,A,B,B,E,A,A,C,A,E,E,B,C,B,A,C,A,B,D,C,A,C,D,B,C,A,C,B,E,C,D,D,C,C,A,D,D,A,D,A,C,B,D,B,D
40_1723188561441.png,D,A,B,C,B,B,D,A,D,D,B,D,C,C,B,D,A,A,D,E,D,C,E,A,D,E,A,A,A,C,B,C,E,E,D,C,A,A,A,B,C,B,D,C,A,A,D,B,C,A,A,B,B,B,D,A,A,C,A,B,A,C,A,C,B,E,B,A,A,A,A,D
40_17231870221391.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231865641441.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231910277631.png,E,D,E,B,E,C,A,C,D,D,C,D,C,B,A,C,D,D,A,D,C,E,E,D,C,A,D,E,A,B,A,D,E,C,E,C,B,D,E,D,B,D,A,C,B,A,D,B,D,A,A,B,D,C,B,B,D,B,D,B,B,A,B,D,C,B,C,C,B,A,D,B
40_1723179956561.png,D,E,A,C,B,A,A,E,D,#,A,C,C,B,C,E,B,A,C,B,E,B,C,A,D,D,B,D,*,D,B,A,B,C,C,A,A,C,B,D,D,B,C,D,C,D,B,A,A,C,B,C,C,D,C,C,C,D,C,C,C,B,A,C,E,D,A,C,B,A,B,A
40_1723186377561.png,D,E,C,A,B,D,C,E,E,#,C,A,A,B,C,C,D,B,D,A,B,C,B,D,C,D,B,D,C,E,A,A,C,C,C,B,B,E,C,D,D,B,C,*,B,B,A,A,B,C,B,C,A,D,B,C,A,D,C,C,C,D,A,C,C,D,A,C,B,A,D,B
40_1723184703591.png,A,B,C,D,E,D,A,D,D,A,C,C,C,D,E,C,E,E,A,D,A,C,D,E,C,D,E,A,B,E,E,E,C,D,D,C,E,A,C,B,C,B,C,C,B,B,E,A,B,B,D,C,D,B,D,D,C,B,D,C,B,B,C,B,C,D,D,C,D,B,B,C
40_17231829811441.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723186380561.png,C,E,E,C,B,C,B,E,C,E,E,A,A,B,C,B,B,B,C,C,A,B,A,A,C,C,B,B,C,D,D,A,C,C,C,A,C,B,A,B,E,B,C,C,B,C,B,C,B,C,B,C,A,D,C,C,A,A,C,C,C,B,A,C,A,D,A,C,B,A,D,B
40_1723189187441.png,D,E,B,D,C,C,D,A,A,D,D,D,D,C,D,D,A,C,E,E,D,C,E,A,D,C,E,A,B,B,B,A,D,E,D,B,B,C,E,A,D,B,D,A,B,C,B,B,D,D,A,D,B,A,C,D,B,C,A,C,A,A,C,D,E,B,D,B,A,B,A,C
40_17231821711311.png,C,C,E,A,A,B,E,A,C,E,A,E,D,B,C,E,B,E,E,E,D,B,B,A,C,D,E,E,E,B,D,E,B,B,C,A,B,E,A,A,B,B,C,C,C,D,B,C,B,C,B,C,D,D,C,B,A,D,C,C,C,D,D,C,B,D,A,C,B,A,D,C
40_1723189206521.png,E,C,B,C,A,E,C,B,C,E,D,B,B,E,B,B,B,A,E,E,B,D,D,C,E,C,A,A,B,C,A,E,D,B,C,C,D,B,A,A,D,B,D,B,B,A,B,D,D,B,C,D,B,C,B,C,E,A,D,B,C,D,D,C,C,A,D,C,D,D,D,B
40_1723181471441.png,D,D,B,D,D,B,D,A,C,D,D,D,C,C,B,B,A,C,E,E,D,D,E,A,D,E,D,B,B,D,C,D,E,E,C,B,B,C,E,A,D,B,C,B,A,B,B,B,A,D,A,B,B,B,B,B,B,C,A,A,A,B,D,A,A,A,B,A,A,D,A,A
40_17231876101311.png,D,C,A,A,A,B,D,A,C,E,E,A,B,A,C,B,A,A,B,B,A,A,E,A,C,D,E,C,D,B,D,E,D,E,C,A,C,C,B,A,D,B,C,C,D,C,A,C,B,C,B,C,C,D,B,D,B,B,C,C,B,B,D,C,E,D,A,C,A,A,C,B
40_1723186385561.png,C,D,B,C,B,C,D,E,D,#,D,E,B,B,C,B,A,B,C,B,E,B,B,A,C,D,E,D,C,C,E,A,B,C,C,D,B,D,A,C,D,A,C,C,B,C,E,A,B,D,B,C,A,D,B,C,D,A,C,C,C,*,B,C,A,D,A,C,A,A,B,A
40_17231822797631.png,E,E,E,B,E,D,D,A,D,A,A,B,B,E,E,C,C,E,A,B,D,D,A,C,C,A,C,C,B,C,B,D,D,C,A,B,C,D,B,E,A,D,A,C,B,A,B,D,B,D,A,E,C,C,A,B,A,A,D,B,B,A,A,*,B,A,C,C,D,B,D,A
40_1723187436441.png,D,A,E,B,C,B,D,A,E,D,D,B,C,C,C,C,A,C,E,A,D,E,E,E,D,E,D,A,B,A,B,C,E,E,A,C,A,B,C,B,D,B,D,C,B,A,C,A,D,D,A,C,B,A,B,D,A,C,A,C,A,C,B,C,C,E,C,A,A,A,A,A
40_17231821791311.png,D,C,E,A,A,C,D,A,C,E,A,E,A,A,C,B,A,C,D,C,A,B,C,B,C,E,E,E,B,D,A,E,E,A,C,B,E,E,E,C,D,B,C,C,B,C,C,C,B,C,B,C,A,C,C,C,A,D,C,C,C,B,A,C,A,D,A,C,B,A,A,A
40_1723179958561.png,D,D,B,C,D,C,E,E,E,#,D,C,C,B,C,D,B,B,C,C,E,C,C,A,C,D,B,D,A,D,B,A,C,C,E,A,A,D,A,C,D,B,C,A,B,B,C,A,C,C,B,C,A,B,B,C,B,B,C,C,C,B,A,C,A,D,A,C,B,A,D,B
40_1723187434441.png,D,E,D,C,B,A,D,A,A,B,C,D,A,C,B,B,A,C,B,E,D,E,E,D,D,E,D,D,B,B,C,C,D,E,A,C,C,D,A,A,D,A,D,C,B,D,B,A,E,A,#,C,A,D,B,B,A,D,A,C,A,A,A,D,A,B,B,A,A,B,B,D
40_1723189203521.png,E,C,B,C,A,E,C,D,C,C,C,A,B,E,C,B,B,A,E,D,B,C,A,C,E,B,C,A,B,A,D,A,E,A,D,A,D,A,C,C,D,B,D,B,B,A,A,D,D,B,D,C,B,C,C,C,B,A,D,B,D,B,D,B,B,A,D,A,D,C,A,C
40_17231802901431.png,B,D,D,C,E,A,D,A,C,D,C,B,E,B,A,E,C,D,E,C,D,D,A,C,A,D,B,D,D,A,C,B,C,D,E,B,C,C,A,A,C,A,D,D,B,B,C,C,D,E,A,B,B,C,D,B,D,B,A,C,B,A,B,B,C,A,D,B,C,B,C,E
40_17231818367631.png,A,B,A,A,C,B,D,C,B,D,A,B,D,B,D,E,C,A,E,D,B,B,D,D,C,B,A,E,A,B,A,D,D,B,D,A,C,B,E,D,B,C,A,C,B,A,B,D,D,D,B,B,D,D,A,B,D,B,D,A,B,D,A,A,C,D,C,C,A,B,D,D
40_17231829761441.png,C,D,E,D,B,D,B,C,C,B,E,A,E,E,D,D,A,D,D,A,E,E,D,C,A,E,C,A,B,E,D,D,B,E,A,B,C,C,B,C,E,B,C,D,B,B,D,B,B,A,C,D,A,C,C,C,C,C,D,C,B,D,D,B,C,A,B,C,C,C,A,A
40_1723184700591.png,A,A,C,D,B,D,A,C,C,A,A,C,C,B,B,C,D,D,E,D,A,B,C,E,C,D,E,A,A,B,B,B,C,D,C,C,E,D,A,B,C,E,C,C,B,B,A,B,B,A,D,D,B,B,C,C,B,A,D,C,D,D,C,B,B,C,B,C,C,C,B,E
40_17231865211311.png,C,C,E,A,A,B,A,A,C,E,A,D,A,C,C,A,A,E,D,C,A,B,C,D,B,D,E,C,E,B,D,E,B,A,C,B,C,E,E,A,D,B,D,D,C,C,B,C,B,C,B,C,A,D,D,D,A,D,C,C,C,#,A,C,A,D,B,C,A,A,D,B
40_17231870461391.png,D,A,C,E,E,D,B,A,C,D,B,A,D,C,B,C,B,A,D,D,E,B,B,D,D,B,C,E,E,C,D,D,B,C,C,E,D,E,E,C,A,A,D,B,C,D,D,C,A,D,C,D,C,B,C,C,C,D,C,D,B,B,A,B,B,C,A,C,A,A,C,D
40_17231894641311.png,C,A,E,A,A,D,C,D,C,E,A,D,E,D,E,D,A,B,D,E,D,C,D,A,C,D,E,D,A,B,D,E,D,B,E,C,E,E,C,E,B,B,C,D,B,C,E,C,C,A,B,C,C,A,A,B,A,B,C,D,A,C,D,A,B,D,C,A,A,C,B,D
40_17231826001431.png,B,C,C,C,D,A,D,B,C,D,A,B,E,B,B,C,D,D,E,B,D,D,C,C,E,D,A,C,E,C,B,E,C,E,C,B,E,A,D,A,B,A,D,D,C,A,C,D,E,C,A,B,B,B,C,D,E,A,A,C,B,A,C,D,C,A,D,B,C,D,B,B
40_17231894331311.png,D,E,E,E,E,C,D,A,C,E,D,E,E,E,E,B,A,E,E,C,A,C,B,B,B,D,E,E,D,B,D,E,D,C,D,B,A,E,E,B,E,B,C,C,D,D,E,C,C,A,B,B,B,C,E,B,B,D,C,D,C,B,A,C,E,A,A,C,A,A,A,A
40_17231826301431.png,A,A,C,C,A,D,A,A,C,D,E,B,B,B,B,E,A,D,C,D,D,D,C,D,E,C,B,A,A,C,D,D,B,C,C,E,A,B,B,A,E,A,D,D,B,C,B,C,D,D,A,B,B,C,B,A,A,D,A,C,B,B,D,B,B,B,D,A,C,D,D,B
40_1723218455441.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231802721431.png,B,A,C,C,B,A,D,E,B,D,#,D,E,A,B,B,C,E,A,B,D,D,D,D,A,D,A,A,D,E,D,D,C,D,D,B,E,A,B,A,B,A,D,D,C,B,D,C,D,D,A,B,B,C,B,A,A,D,A,C,B,A,D,B,#,A,D,B,C,C,D,D
40_1723187432441.png,D,E,B,C,E,D,D,A,A,D,B,D,E,C,D,E,A,C,D,C,D,B,E,A,D,E,A,B,B,C,B,A,D,E,C,E,B,A,A,D,A,B,D,C,D,B,C,A,D,D,A,C,A,A,D,A,A,B,A,C,A,D,B,D,C,B,B,A,A,A,C,B
40_17232179381431.png,D,C,D,B,B,E,E,D,B,D,D,B,A,C,B,C,C,B,D,B,D,B,C,D,D,C,B,A,C,#,B,A,B,A,C,B,B,C,D,A,D,C,B,C,B,D,A,B,C,A,D,C,#,B,B,A,C,B,B,C,A,D,A,D,A,C,D,B,C,A,B,C
40_17231876071311.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723180207521.png,C,C,C,C,A,D,C,C,E,E,B,B,D,B,B,C,B,E,A,B,B,C,D,D,E,D,C,D,A,C,B,D,A,B,E,A,C,A,B,A,E,C,A,B,B,D,B,A,A,B,C,C,C,A,C,C,C,A,A,B,C,D,B,D,C,D,C,A,B,C,C,B
40_17231826391431.png,A,A,D,A,D,A,D,A,E,B,C,B,B,C,C,A,C,C,A,C,D,D,C,D,A,E,A,C,A,C,D,D,B,D,C,B,E,D,D,A,E,A,D,D,D,C,B,C,D,D,A,B,B,C,D,A,A,B,A,C,B,A,D,B,B,B,D,A,C,D,D,B
40_17231803041431.png,B,A,A,E,D,A,E,E,C,D,A,D,E,C,A,A,D,E,B,B,D,E,C,D,A,B,A,A,B,D,E,B,C,A,E,C,B,E,D,A,A,A,D,D,B,B,C,A,C,D,D,B,A,C,A,A,B,D,A,C,A,A,B,B,B,A,D,B,C,D,D,C
40_1723179951561.png,C,E,B,C,D,C,E,E,C,B,B,D,E,B,C,B,B,E,A,B,D,B,C,C,C,D,C,C,C,D,A,A,C,C,A,C,A,D,A,B,D,B,C,A,B,C,C,A,C,C,B,C,A,B,D,C,A,D,C,D,C,B,A,C,A,D,A,C,B,A,D,B
40_1723182848521.png,D,A,B,D,A,E,A,D,E,D,D,A,D,E,C,E,B,A,E,D,B,C,B,C,E,D,C,A,C,D,D,A,E,B,A,C,B,D,C,C,E,A,D,C,C,A,A,C,E,A,C,C,B,C,A,A,E,A,D,B,C,D,D,C,B,A,D,C,B,A,C,B
40_1723187413441.png,D,A,B,A,C,C,D,A,B,B,D,B,D,C,B,E,A,C,E,E,D,D,E,A,D,A,B,B,C,B,B,B,E,D,E,D,B,D,A,D,E,D,D,C,C,B,C,D,E,D,A,D,A,D,D,D,A,B,A,C,A,A,B,A,C,C,#,A,A,A,D,A
40_1723179936561.png,C,E,B,A,B,A,D,E,E,#,E,C,B,A,E,A,D,B,C,C,B,A,A,A,D,D,C,D,C,A,A,A,C,C,C,B,C,D,D,A,D,C,C,C,B,B,E,D,A,A,B,C,C,D,B,D,B,B,C,C,C,A,C,B,C,A,A,B,B,B,B,A
40_17231812991111.png,A,C,C,A,B,C,D,A,D,C,A,C,E,D,D,B,C,D,D,C,E,C,C,D,C,E,C,E,E,D,A,B,D,C,B,E,E,D,B,C,B,B,D,C,D,A,C,B,B,D,A,C,B,D,C,B,A,C,A,C,A,A,C,B,A,A,B,A,A,D,D,A
40_1723181465441.png,D,E,B,A,D,B,D,A,C,D,D,D,D,C,B,C,A,C,E,E,D,D,E,A,D,E,A,B,B,C,C,A,#,#,#,#,#,#,#,#,D,B,D,D,D,B,B,B,C,A,A,D,B,B,B,B,B,C,B,C,A,A,D,D,A,D,B,A,C,D,B,A
40_17231818267631.png,E,D,E,B,E,A,C,A,A,D,C,B,D,E,A,D,D,B,A,D,D,A,D,D,C,A,A,E,A,B,B,D,D,C,A,A,C,D,E,D,D,A,A,C,B,A,B,A,D,B,B,B,A,B,B,B,E,B,D,B,B,A,A,A,E,A,C,C,B,B,D,A
40_17231818337631.png,A,E,A,B,D,D,C,C,B,D,D,B,D,B,D,D,D,E,A,B,A,E,A,D,C,A,A,E,A,B,B,D,D,D,A,C,A,D,E,D,E,D,A,C,B,A,D,D,D,A,A,B,A,A,C,C,D,A,D,B,B,C,A,C,A,B,C,C,B,C,D,B
40_17231825951431.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231817411311.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723189198521.png,E,C,B,C,A,E,C,B,C,C,B,A,D,E,C,B,B,A,E,D,B,C,A,C,E,B,C,A,B,E,D,A,E,B,B,A,B,E,C,C,D,B,D,B,B,A,A,D,D,B,C,C,B,C,E,A,D,D,B,B,C,C,B,A,C,B,D,E,C,B,B,E
40_1723180205521.png,C,A,B,C,A,E,B,B,D,E,C,D,B,B,D,B,A,E,A,B,B,B,C,C,E,B,D,C,A,D,C,E,C,A,D,A,E,B,D,C,E,B,D,A,A,A,B,D,B,D,C,C,B,C,D,A,E,A,D,A,B,D,A,C,B,B,D,C,B,A,B,A
40_1723184674591.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
